Review,Positive Word Count,Negative Word Count,Sentiment Score
"nice im not sure selected right location hotel reviewing museum hotel amsterdam pc hooftstraat came 2007. work stated booked, not problem, staff great rooms clean lovely, room wasnt spacious nice, location excellent tram stop right near hotel takes 5mins centre walk not far, street designer shops like gucci louis vuitton, favourite bit, money paid excellent stay, recomend, havent work defnatly year it.we got taxi hotel airport cant remember got train airport cant remember, im sure wasnt alot.basically walking distance hotel,  ",10,0,5
"dirt hotel, filtiest hotel stayed life, got lobby like constuction site, got room disgusted wanted check carpets walls visibly black dirt floor slant broken t.v. ensuite midle room didnt close floor slant, spent hour room noticed previous guest kindly picked nose wiped wall, promptly way reception death trap elevator gave notice cutting stay 3 nights, receptionist rude did not appolgise inconvenience, dont waste time money,  ",3,7,2
"better expected husband daughter niece stayed 2 nights past april, booked 2 rooms months ago 100us total room, pleasantly surprised rooms ok lobby staff helpful location great, yes rooms small rug stains stay, yes price right location great felt safe,  ",4,1,3
"not room swing cat, hotel located really nice area amsterdam near rijks museum, nice bars restaurants art galleries close, 5 minute walk leidsesplein, travelling children really located away red light district sex shops.you number 2 5 tram centraal station takes 5 minutes alternatively walked centre days rooms room number 7 arrived, awful, room tiny view old building/dumping site exposed pipes urgh, bathroom miniscule horrible smell coming drains, plus air conditioning worked quite bed quite comfy.on positive note asked moved hotel staff obliging moved slighly bigger room available, room 212, wonderful view museum canal room, reception area hotel nice modern use free internet access lobby, enjoyed stay n't think chose hotel,  ",9,2,4
"best location amsterdam affordable price stayed apollo wife nights great, rooms little small clean modern, read previuos reiviews contradict people said rooms not clean, staff friendly outgoing, amsterdam shall hotel,  ",3,1,3
"good location good hotel stayed hotel attending conference th rai, good location tram route took rai, room little small quality good,  ",2,0,3
"lovely villa private room great garden stayed hotel 5 nights october, villa just great, garden good size swimming pool gazebo massage villa used afternoon sleep, hotel little far away time 20 minutes free shuttle central ubud, shuttle operates till 5 pm pick 9pm unless stay ubud town 4 hours taxi not expensive requested birthday cake delivered villa husband birthday great, surprised checked thought cake free n't want argue staff paid end, restaurant alright not choices breakfast difficult hotel guess 18 villas difficulte serve buffet breakfast guess building 18 villas called villas construction going time n't hear noise no problem,  ",4,3,3
"magical, travelled bali couples mid-twenties, looking adventure romance relaxing holiday certainly furuma.we stayed self-contained pool villas nights.as says staff friendly helpful genuine hotel staff come travels world.greeted drinks towel massage massage bale villa garden beware bit pummeling, nice welcome.our villa phenomenal quite quirky looking authentic traditional balinese decor private space reasonable price sure spa completed, private clean swimming pool bath probably fit 10 people, outdoor shower cool quite unique experience nighttime.minor criticism bed sheets bale sheets smelled bit musty n't think expect ritz standards rural ubud.breakfast phenomenal feast, meal ate though.there building work going near villas quite active investigating bali day no disturbance, used complementary shuttle service ubud days reliable handy cultural centre, having centre actually not want stay parts felt slightly threatening night drew, furuma offered ideal balance having luxury accommodation peaceful surroundings whilst opportunity travel tourist areas wished, tips ubud eat/drink monkeys talk walk campuhan ridge.we shown new luxury villas, look lovely clean modern comfortable opinion having travelled way bali wanted stay different apartment london.we definitely stay furuma highly recommend wanting experience balinese culture lifestyle westernised amenities,  ",23,5,5
"great privacy honeymoon gift loved days beach came probably backpackers staying backpacks long honeymoon motorbike.nonetheless staff nice.we furama enveloppe month money, reach sum,  ",1,0,3
"love hotel perfect place looking location price clean hotel, not mention helpful, girl desk oni cutest friendliest person seen, stay,  ",2,0,3
